1.1265650795769564,16,8601,1
1.1309426736041943,13,11156,1
1.135320267631432,13,13679,1
1.1396978616586697,11,17304,1
1.1440754556859076,11,20156,1
1.1484530497131453,11,24375,1
1.152830643740383,10,23835,1
1.157208237767621,10,21148,1
1.1615858317948586,10,17648,1
1.1659634258220966,10,20218,1
1.1703410198493343,9,22851,1
1.1747186138765722,9,19593,1
1.1790962079038099,9,23000,1
1.1834738019310476,9,20726,1
1.1878513959582855,9,22421,1
1.1922289899855232,9,18148,1
1.1966065840127609,9,19906,1
1.2009841780399988,8,21648,1
1.2053617720672367,8,21421,1
1.2097393660944744,8,22054,1
1.214116960121712,8,13015,1
1.21849455414895,8,26781,1
1.2228721481761877,8,14906,1
1.2272497422034254,8,16335,1
1.2316273362306633,7,17695,1
1.236004930257901,8,19031,1
1.2403825242851387,7,20453,1
1.2447601183123767,7,20164,1
1.2491377123396146,7,21226,1
1.2535153063668523,7,20406,1
1.25789290039409,7,20835,1
1.2622704944213279,7,19570,1
1.2666480884485656,7,21031,1
1.2710256824758033,8,9218,1
1.2754032765030412,8,9437,1
1.279780870530279,8,10382,1
1.2841584645575168,7,10867,1
1.2885360585847545,7,11421,1
1.2929136526119924,8,11523,1
1.2972912466392301,7,12453,1
1.3016688406664678,7,12664,1
1.3060464346937057,7,13492,1
1.3104240287209434,7,13515,1
1.3148016227481811,7,14359,1
1.319179216775419,7,14757,1
1.3235568108026567,7,15257,1
1.3279344048298947,7,15679,1
1.3323119988571324,7,17007,1
1.3366895928843703,7,17312,1
1.341067186911608,6,17648,1
1.3454447809388457,7,17882,1
1.3498223749660836,6,18687,1
1.3541999689933213,7,19585,1
1.358577563020559,6,20187,1
1.362955157047797,6,16531,1
1.3673327510750348,7,16296,1
1.3717103451022725,6,16992,1
1.3760879391295102,6,17843,1
1.3804655331567481,6,18625,1
1.3848431271839858,7,18906,1
1.3892207212112235,6,18921,1
1.3935983152384614,6,19359,1
1.3979759092656994,6,19460,1
1.4023535032929368,6,20429,1
1.4067310973201748,6,19429,1
1.4111086913474127,6,19843,1
1.4154862853746504,6,20875,1
1.419863879401888,7,14140,1
1.424241473429126,6,14015,1
1.4286190674563637,7,15062,1
1.4329966614836014,6,14796,1
1.4373742555108393,7,15468,1
1.4417518495380772,6,15937,1
1.4461294435653147,6,16015,1
1.4505070375925526,6,16531,1
1.4548846316197905,6,17117,1
1.4592622256470282,6,16500,1
1.463639819674266,6,17203,1
1.4680174137015038,6,17164,1
1.4723950077287415,6,17929,1
1.4767726017559792,7,17773,1
1.4811501957832172,7,18054,1
1.485527789810455,6,18195,1
1.4899053838376928,6,18093,1
1.4942829778649305,6,18460,1
1.4986605718921684,6,18562,1
1.503038165919406,6,18867,1
1.5074157599466438,6,19078,1
1.5117933539738817,6,20109,1
1.5161709480011194,7,11007,1
1.520548542028357,7,11625,1
1.524926136055595,7,11679,1
1.529303730082833,7,11398,1
1.5336813241100706,7,11750,1
1.5380589181373083,7,11312,1
1.5424365121645462,7,11617,1
1.546814106191784,7,12015,1
1.5511917002190216,7,11156,1
1.5555692942462596,7,11585,1
1.5599468882734975,7,11539,1
1.564324482300735,7,12210,1
1.5687020763279729,6,11710,1
1.5730796703552108,7,11851,1
1.5774572643824485,7,11851,1
1.5818348584096862,7,11875,1
1.586212452436924,7,11695,1
1.5905900464641618,7,12101,1
1.5949676404913995,7,11929,1
1.5993452345186374,7,11429,1
1.6037228285458753,7,11703,1
1.6081004225731128,7,11562,1
1.6124780166003507,7,11398,1
1.6168556106275886,7,11343,1
1.6212332046548263,7,11250,1
1.625610798682064,7,11117,1
1.629988392709302,7,11273,1
1.6343659867365397,7,11046,1
1.6387435807637774,7,11593,1
1.6431211747910153,7,10718,1
1.6474987688182532,7,10914,1
1.6518763628454909,7,10867,1
1.6562539568727286,7,11187,1
1.6606315508999665,7,11312,1
1.6650091449272042,7,10945,1
1.669386738954442,7,10414,1
1.6737643329816798,6,19312,1
1.6781419270089177,6,19218,1
1.6825195210361552,6,19273,1
1.6868971150633931,6,19187,1
1.691274709090631,7,19304,1
1.6956523031178687,6,19117,1
1.7000298971451064,6,18468,1
1.7044074911723444,6,18406,1
1.708785085199582,7,18195,1
1.7131626792268198,7,17625,1
1.7175402732540577,7,17617,1
1.7219178672812956,7,17406,1
1.726295461308533,6,17617,1
1.730673055335771,7,17078,1
1.735050649363009,6,16875,1
1.7394282433902466,7,16390,1
1.7438058374174843,7,16109,1
1.7481834314447222,7,15148,1
1.75256102547196,7,15718,1
1.7569386194991976,7,15125,1
1.7613162135264355,7,14828,1
1.7656938075536734,7,15257,1
1.7700714015809111,7,14531,1
1.7744489956081488,7,14242,1
1.7788265896353868,7,13750,1
1.7832041836626245,7,13640,1
1.7875817776898622,7,13359,1
1.7919593717171,7,19117,1
1.7963369657443378,7,18429,1
1.8007145597715755,7,18203,1
1.8050921537988134,7,17367,1
1.8094697478260513,7,17351,1
1.813847341853289,7,16921,1
1.8182249358805267,8,16304,1
1.8226025299077646,7,15789,1
1.8269801239350023,7,15640,1
1.83135771796224,7,14656,1
1.835735311989478,7,18718,1
1.8401129060167158,7,18390,1
1.8444905000439533,7,17695,1
1.8488680940711912,8,16898,1
1.8532456880984292,7,16484,1
1.8576232821256669,8,15765,1
1.8620008761529045,8,15328,1
1.8663784701801425,8,14710,1
1.8707560642073802,8,14132,1
1.8751336582346179,8,13695,1
1.8795112522618558,8,13101,1
1.8838888462890937,8,12570,1
